,0,1
129,"[2340.639542060495, 4716.09623105786, 4716.09623105786, 1230.6199206656347, 0.45750853149035275, -29.342232273655473, 101.8960995701129, -29.12741060274297, 69.75514323863067, -16.18367081691905, 19.458389745580817, -18.35536255409308, 19.084449464081366, -18.29457111934804, 15.298701814314931, -8.258439060335233, 2.5020383055766753, -14.805109535248699, 4.620863279689429, -12.249291761416222, 5.274096498170003, -10.69281178317812, 6.420357632644474, -6.414943838834721, -7.006526912535537, 117.45383522727273, 641.9310344827586]",metal
130,"[2446.2676708129898, 5192.80770781975, 5192.80770781975, 1213.7613819406038, 0.5291816719185796, -35.435494979844805, 94.09585844905355, -24.216128417213998, 43.311428015214574, -16.380200893884354, 29.510293495878003, -5.861134881756297, 28.444475147895307, -13.959359695507308, 13.743106251314188, -9.195681946528083, 15.589110295530288, -8.493426855182244, 11.399914858033194, -6.12958376498949, 9.323950633468707, -6.608163455211787, 3.4984598314030646, -3.28658356824204, 3.6551531755556654, 151.99908088235293, 630.8630136986301]",metal
131,"[2137.9207709207362, 4200.714918521607, 4200.714918521607, 1221.3229247291022, 0.5177817195674287, -19.127592642295, 118.86357515177767, -52.16912531454389, 42.72019219385413, -21.593626214804075, 27.690353631104294, -14.631334121857789, 27.033511921505447, -17.137455939635153, 18.978866066346843, -10.774911297845875, 9.388787311345771, -4.671842265188453, 1.0884788570591994, -5.0381786577785705, 4.051834753022588, -6.4204785717133666, 1.9896088529492288, -5.5036972561759105, 0.45813022105186296, 151.99908088235293, 649.2876712328767]",metal
132,"[3010.954445982278, 5633.355727051914, 5633.355727051914, 1795.679622359828, 0.4635228874997839, 11.982242238755894, 69.40991083850167, -23.26618013892389, 60.70100891761875, -20.813531296999695, 25.097757024787306, -16.18758792505714, 15.542732610659847, -10.504574063759716, 18.770704315834262, -13.395439458537988, 17.37061791106365, -11.051235152038974, 10.269800874009885, -8.704691487168118, 8.183437187695084, -4.960255408627273, 5.417495577950022, -5.497664371718971, 9.08058222082199, 107.666015625, 628.5849056603773]",metal
133,"[2464.2786899668517, 4549.00989930757, 4549.00989930757, 1521.2135498357495, 0.436671920243267, -93.55592014748711, 89.86495877594308, -55.88470972379273, 51.637968584768636, -5.574561099136699, 28.790754785882232, -13.896740043682758, 27.35802668749105, -15.317934458861341, 22.837040298473486, -12.410519500903526, 9.70461879603706, -19.733621020269226, -0.7760186182016928, -9.102023446250673, 12.421031074476478, -5.461903916277609, 4.240801292617784, -10.869645456291208, -2.942686319691453, 129.19921875, 650.1428571428571]",metal
134,"[2683.2803872614136, 4972.387978538283, 4972.387978538283, 1775.0387582843, 0.43827466638436946, -110.85162815832011, 83.16172987555443, -45.251844504596384, 56.57384701061102, -7.481557025519354, 19.966598054263613, -13.37537483465171, 21.205693487181115, -15.699873318676064, 18.084651623796773, -18.1021547641476, 12.929554192538898, -17.236318593190244, 3.308356782723328, -7.567273160912826, 5.8603286241668675, -7.914580028259629, 6.830008679910973, -5.659463323612975, 1.3422233487957242, 95.703125, 604.25]",metal
135,"[2718.6091621674323, 5228.729687046839, 5228.729687046839, 1438.8314188403037, 0.4875595175921079, -24.94914370845626, 77.52435271445228, -30.369214225852865, 68.36117652968078, -6.501951682479729, 24.692862041004318, -9.801252018442689, 19.512812827192388, -11.454039467419905, 18.594216611228536, -14.156013355386218, 14.44458510696741, -5.919557934021576, 9.082790475513196, -7.699801549743218, 5.835315244735503, -6.626670178074577, 2.2953517488395976, -7.489574741565683, 5.770880116468562, 129.19921875, 613.0]",metal
136,"[2847.5704577507845, 5929.383145573521, 5929.383145573521, 1442.8937693498451, 0.49704667452088225, -73.486756360167, 74.66875958276279, -16.454737910728742, 55.65730979199142, -7.745397205798223, 36.54989797074843, -18.31387443442282, 27.829580137130613, -11.931826773811318, 20.07413072634405, -11.367046614483815, 14.720760537209408, -7.300177205441793, 9.60284615120598, -6.75565959197502, 7.89358520754136, -3.58178551442623, 2.6702402860379486, -5.103104903325226, 3.0376640429309263, 161.4990234375, 615.2307692307693]",metal
137,"[2706.984946161411, 5291.122684345998, 5291.122684345998, 1610.7839106037152, 0.40693302898043066, -104.6754030574826, 87.75094784218717, -33.25131349775116, 48.48087828244028, -28.911017236635857, 22.51913993866137, -24.983645798193745, 20.539006535867262, -12.067499563345415, 18.250482892369806, -15.188066565757328, 10.300733379727339, -13.888823296490923, 10.287514015943858, -4.698551713596986, 9.937948835155611, -5.628077196666329, 4.7901545041605615, -11.673641349058597, 2.9641278440512475, 161.4990234375, 634.8831168831168]",metal
138,"[2141.405302990251, 4682.888801025957, 4682.888801025957, 847.7046246130031, 0.42698703724242026, -93.50013144938406, 100.65209132368491, -23.34760087947101, 52.502299209508934, -7.75299342374097, 39.60092905466146, -7.773788937759117, 26.73513780844919, -12.485751163574992, 11.75159372217072, -10.549670400399213, 23.034857600003843, -9.959189278651586, 4.17124960581571, -12.796655137335527, 1.794908969517274, -2.0256346986255824, 1.9362842033400707, -9.062779492304808, -7.044909637541597, 89.10290948275862, 646.1190476190476]",metal
139,"[2522.065033551907, 5088.705578868185, 5088.705578868185, 1387.4746033281733, 0.48058334343568815, 0.301776083767782, 94.19457056074437, -32.41297938010518, 45.461372668747245, -15.21405519466575, 25.891444039019433, -12.40335251207176, 19.62790484853794, -6.811943479615864, 17.23600383931443, -12.992231614243666, 13.689072743914984, -8.692627134666498, 6.837438160057708, -8.356868482535706, 4.9797541186795335, -4.336850439568742, 4.785426841382029, -4.179847806767174, 2.5518834128910517, 151.99908088235293, 625.8]",metal
140,"[2906.7666789379114, 5519.011587333237, 5519.011587333237, 1727.9999516465848, 0.4928274379245084, 4.947690108629714, 75.06167679463523, -24.72662291144661, 57.00703726353396, -21.777935912767774, 26.028249022398743, -12.553945922541395, 17.43335452727728, -10.230241606691132, 18.59914077611908, -13.013098829684171, 18.952019263369436, -9.686113304210552, 11.35792211688502, -7.262718095968465, 7.7236713172107265, -5.390153837254829, 3.4089139604261116, -6.927284928580412, 6.545908434835827, 123.046875, 629.85]",metal
141,"[2908.281431048901, 5405.808224423579, 5405.808224423579, 1783.6517103509552, 0.4310552713752251, -1.8818071755355525, 72.67928530513821, -32.790290906120475, 63.603596515620886, -18.550764345535946, 25.87162030432759, -13.852073554379613, 18.077988257381545, -11.944109623503481, 19.669200386627367, -13.953138798478934, 18.752405935571044, -11.185122470409288, 7.958805875359878, -10.283101944410149, 5.3158452024927145, -9.027974240419796, 4.322936041170327, -5.636850934736828, 8.737171063445238, 103.359375, 624.4117647058823]",metal
142,"[2795.2233269651642, 5455.028163971868, 5455.028163971868, 1639.165661822259, 0.4824356850764512, 0.3937273563769055, 79.70981102028276, -30.645883408324377, 61.078660998859895, -17.460141350554252, 26.70605631382833, -21.251319962731003, 22.362664306248572, -13.020527409198381, 17.879081152597095, -13.371533107595752, 19.262092940047445, -10.979284777653362, 10.709866628411998, -9.431252021827788, 7.668677005023181, -8.689566977890799, 3.1712146977962963, -6.837352186750479, 3.886337642445014, 117.45383522727273, 637.3333333333334]",metal
143,"[2716.988684069631, 5123.145380927349, 5123.145380927349, 1624.1609926956123, 0.5337420042970588, 4.065235349448295, 83.25507314374143, -37.23687412381245, 62.32441916573648, -14.838736372652447, 23.394332818145845, -10.456840810250533, 16.783277424601785, -7.9424614990641915, 16.281416774295405, -11.248370065020652, 13.31128529427645, -7.810474094864025, 6.418925300624719, -5.472467864562798, 4.677349772526076, -5.135689415811372, 3.0206907755891663, -2.770536032211074, 3.810158998105349, 161.4990234375, 642.3205128205128]",metal
144,"[2646.949772082417, 5304.662122969838, 5304.662122969838, 1579.9148606811145, 0.4412084064517712, -46.57212466935312, 86.81027950754002, -34.7887399130455, 49.90347693530139, -18.17745053117185, 28.73267405662434, -23.48413273585516, 15.673082748959999, -8.93890359160611, 10.606464323988014, -18.19027730681934, 12.443072150354276, -13.559921670743734, 4.675014559641644, -11.686804867073485, 5.318468597555233, -13.550355769445208, 1.3749818689684359, -4.727263501157571, -3.116358793524765, 103.359375, 608.4375]",metal
145,"[2323.4585461686274, 5018.485353828306, 5018.485353828306, 1202.3963573916408, 0.3801200287328695, -96.61267805070014, 101.73752431370386, -16.849165235560974, 47.3057882694032, -27.102179702745133, 28.294377784886994, -17.193653990193067, 21.651679436549077, -17.899789350374153, 7.029616675145017, -14.611751493946743, 15.236001564337663, -16.015682319885695, 3.481945061399032, -13.519653395435272, 0.35844085301175405, -9.614828247255707, 2.97467781185547, -7.058916962653766, -3.1142184237860073, 92.28515625, 640.0]",metal
146,"[3338.581900185343, 6670.863090922274, 6670.863090922274, 1870.4497629643963, 0.5165465901766366, 22.877514414405244, 60.81078710007102, -6.400491940262093, 53.160953886474736, -13.248947145806678, 27.90465246000819, -14.308790110446216, 29.682109688233155, -17.330797668958972, 20.300774415669988, -9.739602312980896, 17.126058264814002, -8.24952449974819, 8.697581165164568, -10.176300582278328, 8.023183371342286, -8.121327291645942, 4.91011300344059, -2.474697820603031, 3.192656174025633, 95.703125, 640.2340425531914]",metal
147,"[2644.696988969434, 5176.728583599188, 5176.728583599188, 1418.7064628482972, 0.44441948895021305, -104.97423189443775, 80.71789876660351, -28.533946338647855, 66.81829786060405, -20.70883816600072, 29.131055479520935, -9.363498530485039, 22.357737910128403, -12.051944379276435, 13.602468006491122, -14.73763984544828, 11.062687083584176, -15.274255933353405, 5.316471435579382, -14.498360714798885, 4.752527930386822, -11.458049289317522, -0.1096921454093485, -6.504648612440868, -2.6671496897426956, 172.265625, 654.710843373494]",metal
148,"[2759.9774192619966, 5259.455719348173, 5259.455719348173, 1714.249449224381, 0.4696050714066081, -86.20790773867897, 76.77991390379346, -42.375497369078914, 54.00172515488783, -8.341034914542435, 29.413943371038012, -7.907387979007478, 26.667667220464914, -14.23571100821969, 18.467074608885145, -17.957171111425936, 9.872358349016173, -19.031312807338168, 6.478852176468862, -8.351194761484948, 4.870796529576891, -11.78484127242282, 1.656909701810764, -10.60118289747169, -3.7774200526736235, 117.45383522727273, 632.5263157894736]",metal
149,"[2986.7473831717325, 5628.317990048579, 5628.317990048579, 1776.8066800242975, 0.5023053638250345, 16.5133743535503, 71.18853012620474, -22.356430410030235, 60.2839150559384, -18.555540728485582, 27.631037755015875, -12.416349435580463, 16.956556492280107, -8.735030701281005, 17.87451780981709, -13.471065680188655, 18.92974933342998, -11.029473922749885, 9.917938597353206, -7.371504108579311, 6.737308696970842, -5.951973133619101, 3.82742003062626, -6.1853893776806315, 7.173950833618336, 112.34714673913044, 638.5]",metal
150,"[2814.9780633158102, 5897.216570294374, 5897.216570294374, 1319.8257304566564, 0.5337368729455741, -1.6397855167823587, 73.393370300429, -15.902727055072964, 55.79781335763975, -1.8974476142706822, 34.02405926690787, -8.308772426961083, 32.758252066916285, -9.702257452199007, 20.829284705997846, -9.03441699380008, 13.955178770314442, -9.57951750900222, 4.95458739066063, -6.612502398353458, 6.4806876184454625, -6.442894513515245, 2.2282242152313545, -3.0087691613906182, 1.9802341892938014, 99.38401442307692, 624.5102040816327]",metal
151,"[2710.543163394809, 5323.51408425174, 5323.51408425174, 1441.109955495356, 0.472405583780681, -74.86352696852641, 79.10015470541174, -40.889318584946636, 54.71513041972456, -9.671937051758945, 37.26126072165406, -14.96929363725297, 20.931622348387986, -17.422040052369976, 16.571135675852414, -11.093768622323442, 15.462596264665907, -11.12845031024086, 10.466415707879856, -6.377084193705789, 5.546494669607217, -7.2776499596448785, 2.920026584671562, -0.5659334459277279, -2.847489745196539, 123.046875, 643.2950819672132]",metal
152,"[3400.916289328271, 6163.383947668938, 6163.383947668938, 2286.738773696951, 0.5167287671269372, 9.631224674083088, 54.67641460658726, -21.032777674197302, 60.16302476781978, -21.079174136382992, 32.1375526688254, -15.841162725479514, 21.443656290070873, -8.720700273511772, 19.366071812456244, -12.374607566751576, 19.74918936375027, -10.801613206683005, 12.30873265732871, -8.369477428013763, 8.234062072867687, -7.088118077271826, 4.322648678675052, -7.337315649011285, 6.02504227965203, 107.666015625, 628.4150943396227]",metal
153,"[2390.2572243559184, 4449.795624274942, 4449.795624274942, 1445.5102343025171, 0.43021441100857577, -135.43704004416503, 93.33584280152428, -43.29352036752814, 59.21975067105155, -8.516696766842111, 20.953949186017343, -6.527886297080324, 21.897660451511904, -18.97167037167633, 17.045285751955998, -15.88041162640793, 11.067680522129722, -18.481129258435264, -0.8215115092902305, -5.6179326600921025, 4.661160724585716, -8.739609700163365, 2.116248913576148, -8.552917432905447, 0.21810560803851525, 60.09265988372093, 589.4642857142857]",metal
154,"[2089.971057613087, 4392.706822795823, 4392.706822795823, 934.3102989551084, 0.3419084402624501, -67.87825626640108, 108.95140706180347, -33.83414656061276, 50.50548852809779, -21.36689065965395, 21.506595518961475, -14.869423187831304, 11.635045451768459, -19.261101853300666, 10.539437339047398, -13.91814496730272, 5.559653355742389, -14.440616662944883, 1.9896645501026236, -14.65780782692082, -3.027484991909883, -13.954101207543347, -2.076461150965952, -9.048871868669368, -7.536237991375124, 117.45383522727273, 639.9827586206897]",metal
155,"[2629.810642996543, 5190.867554560615, 5190.867554560615, 1592.9457720588234, 0.43448440597573623, -96.2648706469834, 90.94428916233915, -32.215129916306736, 54.329230677214184, -23.029580970347332, 27.71184471325719, -16.946333973435596, 21.046560769290284, -18.194619201894813, 22.611995901659583, -9.0002832977759, 14.270717614927745, -10.992925838811557, 10.096873612447862, -11.17963354251217, 5.783144839131772, -9.897041189237555, 4.401926797045451, -6.972789772237155, 1.252132035130317, 123.046875, 624.0677966101695]",metal
156,"[2889.194291949015, 5485.004780851218, 5485.004780851218, 1768.2239488420869, 0.47700685490030986, 9.625917592634572, 76.33102853354248, -31.260971604313063, 56.87250229025255, -20.73594947207431, 27.227886810382284, -16.62778678052805, 19.355600371562257, -13.902420959079054, 19.65456398255927, -16.05117108134714, 17.4805920039717, -12.937999659512261, 11.706331365277652, -11.175488260850821, 5.462622128837687, -8.572810444112582, 4.100470899081356, -4.408442815939236, 8.822038815045511, 107.666015625, 615.8679245283018]",metal
157,"[2315.317248075159, 4615.97433068083, 4615.97433068083, 1396.597732829249, 0.5403490868670896, -58.22716339882423, 105.84018473814609, -43.8844128193396, 58.440042896616056, -18.423309704264252, 27.966845324439333, -17.959606254799397, 21.040768203013094, -15.545891251942223, 13.38797010868712, -15.680116181097226, 9.35906505478328, -15.315593169264947, 1.532388952392788, -5.970526133162441, 2.0518334158043694, -6.810860271971355, 4.214548947864746, -3.401197737133922, 1.762155330060895, 89.10290948275862, 624.0681818181819]",metal
158,"[2725.2945982449546, 5496.820564004495, 5496.820564004495, 1352.372774767802, 0.48349234797326635, -201.14564943239995, 76.7804665298128, -14.798183252553425, 68.73930720335468, -12.943647458349655, 36.95974841963017, -10.97865738145046, 23.694075158750472, -12.266319985288426, 16.672322796374235, -11.076510615483217, 15.567450495537289, -11.19101686373706, 10.570413425150836, -3.8971086243914157, 7.074736140948454, -9.827814847199951, 2.6699734069963683, -8.988086434844845, -2.216630262128568, 123.046875, 668.4912280701755]",metal
159,"[2068.3555865979124, 4439.178905796839, 4439.178905796839, 890.1986987229102, 0.44844598316988205, -40.44196356984866, 105.30111100825248, -14.108836995649988, 54.84885244691395, -1.1962871193400038, 20.084093446603912, -11.698800063363997, 22.183942344509205, -10.233621667422558, 14.194193874218113, -6.9129391389408, 13.348496730365888, -9.255789983053033, 6.93350853128179, -4.400997291733691, 7.801340085374832, -7.631415958382275, 0.6557913941982304, -3.971447023646423, 0.0004094458963937229, 112.34714673913044, 633.2727272727273]",metal
160,"[2710.7947449773087, 5083.201538935615, 5083.201538935615, 1668.2381526577756, 0.5092686127378915, -74.08352504933109, 80.06875823690707, -46.953802138451245, 51.010907354519496, -9.124936293986902, 31.770939961979938, -6.378966277779444, 24.85518168312237, -19.13465763121154, 20.78442141983854, -11.671114487907532, 13.841779420728308, -16.46728538396659, 7.746482806611605, -10.606631750845978, 7.500054923341256, -10.35611750723467, 4.983750591311966, -8.215596668197017, 1.231672254579286, 107.666015625, 636.4814814814815]",metal
161,"[2980.0103978556294, 5461.856171149942, 5461.856171149942, 1942.6740042974097, 0.5244611931007089, 10.046751698875772, 74.12583853539454, -32.239403628817136, 62.773537058389216, -23.328132161901102, 30.035769472832687, -14.879455450876248, 20.162073842535637, -12.150338405978514, 19.191312052509044, -14.975232232022892, 18.80469696286521, -12.281502556096187, 11.290202069604735, -9.484273739649064, 7.920748192058596, -5.624405621510038, 4.651729922495254, -5.290327512176896, 6.834478910501752, 99.38401442307692, 615.9791666666666]",metal
162,"[1988.223472878642, 4148.014360680105, 4148.014360680105, 925.6028686145511, 0.4214829381587506, -129.63288161397068, 104.04136221588456, -26.992124907606186, 68.26171441035011, 2.4140440284674285, 22.605283277170077, -12.098684295259801, 17.06077579442312, -5.684247829429115, 13.672845570261792, -2.8010744657545414, 5.394860400767375, -2.9979483664453817, 2.9807614352495864, -5.8370403742761505, 3.9355852493132764, -6.000908533919142, -1.9686363919450363, 2.3946106946488857, -3.8563357745675315, 117.45383522727273, 627.5]",metal
163,"[2740.920991073562, 5408.656003027118, 5408.656003027118, 1601.7439047987616, 0.4408455545947501, -42.01068077834987, 86.98981293332339, -27.53012631043471, 62.61813448335508, -27.000979833517004, 32.335597252497905, -18.953334203871123, 22.13035399308844, -14.319275700021304, 19.50392385364469, -10.961794830262985, 16.759819038939394, -12.376791457165242, 10.51299432301291, -6.710442654135152, 6.510389219975028, -9.198162570025442, 6.566627826270264, -5.7797493114620035, 1.333078228529489, 151.99908088235293, 632.1891891891892]",metal
164,"[2464.2786899668517, 4549.00989930757, 4549.00989930757, 1521.2135498357495, 0.436671920243267, -93.55592014748711, 89.86495877594308, -55.88470972379273, 51.637968584768636, -5.574561099136699, 28.790754785882232, -13.896740043682758, 27.35802668749105, -15.317934458861341, 22.837040298473486, -12.410519500903526, 9.70461879603706, -19.733621020269226, -0.7760186182016928, -9.102023446250673, 12.421031074476478, -5.461903916277609, 4.240801292617784, -10.869645456291208, -2.942686319691453, 129.19921875, 650.1428571428571]",metal
165,"[2269.128009437233, 4186.459371827871, 4186.459371827871, 1375.3373406226106, 0.45613425174207745, -100.3841217495454, 104.68810878652774, -57.24786208976818, 56.56850337059303, -5.551698525980283, 22.82483672868904, -6.165266567638362, 23.091787459876265, -19.065330589165125, 17.791448137211976, -13.772541361287933, 9.958724522918242, -14.852404795484992, 0.3401114062600629, -7.333623582858213, 6.9711088001730515, -12.66880485220626, -0.5568848700253781, -11.754224991353468, -1.540814413737371, 117.45383522727273, 640.8275862068965]",metal
166,"[2792.488596936631, 5321.340779527987, 5321.340779527987, 1627.4580350232197, 0.4960103752757389, -100.84020633677468, 76.13403941989462, -29.543500486869654, 69.71678533673656, -17.335483503570888, 21.39774503620418, -12.915928673339026, 22.00691750149495, -9.839854950363199, 18.426609915791133, -12.042906459721204, 8.98448409102127, -20.867882400971524, -2.685069698942463, -9.631304239033415, 2.9329416970045066, -7.499126117933749, 0.5317679901308746, -4.967477906943021, -3.1773972244931272, 143.5546875, 630.3478260869565]",metal
167,"[1443.3314126158368, 3285.628727251305, 3285.628727251305, 466.01381095201236, 0.45571591987620674, -90.7360698304854, 128.06625765890988, -34.782048980940964, 73.78156695910145, 4.33349612603677, 28.1109587523136, -0.5374412347852138, 17.345291437029896, 4.3883925782009285, 12.316690661815738, 2.2785332723792804, 5.689342233683297, -6.749617427523748, -0.47302514900736814, -0.2783132542058259, 5.876027599772466, -3.964936883958942, -1.306303576283735, 3.5119067635077785, -1.2549147193029757, 151.99908088235293, 628.1621621621622]",metal
168,"[2375.6081577003692, 4898.537252120795, 4898.537252120795, 1081.0010365763364, 0.5163367062646078, -66.65434809180012, 88.3421444318504, -27.53661012006468, 53.17521001826957, -9.175248256419094, 27.960048290166334, -8.094720611080245, 26.28515618167169, -8.230620969751314, 12.675470661227843, -7.123949511009226, 13.669852244400504, -8.359407991183721, 7.955898132893089, -6.290379427763946, 8.115943877800166, -4.9625492206379285, 6.166539850560231, 0.3827612064586287, 2.7009563588016174, 143.5546875, 617.8571428571429]",metal
169,"[2339.71490745318, 4707.985890824391, 4707.985890824391, 1169.6527912151703, 0.4451933198502362, -35.1910300574102, 93.95523741717876, -35.185908480715035, 62.80712504492482, -11.726482364407683, 27.009071546310285, -10.755824282495528, 24.082404073377727, -13.042169173246648, 13.611611667608871, -12.416937432879429, 13.576595187946555, -12.251753124356354, 5.929150301328275, -11.981972732830123, 3.3191078624158763, -11.96455294435932, -1.3718917117548013, -2.402323169381795, -2.626524500292198, 123.046875, 643.1964285714286]",metal
170,"[2390.2572243559184, 4449.795624274942, 4449.795624274942, 1445.5102343025171, 0.43021441100857577, -135.43704004416503, 93.33584280152428, -43.29352036752814, 59.21975067105155, -8.516696766842111, 20.953949186017343, -6.527886297080324, 21.897660451511904, -18.97167037167633, 17.045285751955998, -15.88041162640793, 11.067680522129722, -18.481129258435264, -0.8215115092902305, -5.6179326600921025, 4.661160724585716, -8.739609700163365, 2.116248913576148, -8.552917432905447, 0.21810560803851525, 60.09265988372093, 589.4642857142857]",metal
171,"[2254.4534916482116, 4381.340688895737, 4381.340688895737, 1203.0917424535603, 0.469170607069641, -82.47146226061741, 97.35742320427744, -34.385930535827015, 71.42521102567642, -3.3021016427172514, 17.390717895379307, -9.032851512727587, 16.027453723271467, -19.019309317921568, 12.088815242496906, -9.573921257423441, 13.96149496155195, -14.46036567600204, 7.962194467364696, -7.128286331988514, 5.1731548039129205, -7.205869589147498, 0.6696964475077041, -4.831530418425318, -2.106510946113848, 135.99917763157896, 636.5]",metal
172,"[2642.0184264757936, 5566.899232797999, 5566.899232797999, 1214.9586397058824, 0.43002413740430373, 2.8363524883624325, 77.06960713133549, -17.55644985935995, 57.9583914322397, 0.7397465510194553, 28.834906447649544, -7.863949119097171, 27.614388462806932, -13.54591554139928, 17.28753291572448, -7.578127618195157, 13.0375833016021, -8.744357431381657, 6.2735607013794485, -8.746424493686442, 5.633139638036607, -10.765039555902813, 1.7300877025309815, -7.040919032623016, -1.5976277841153277, 143.5546875, 642.5833333333334]",metal
173,"[2241.0004181732875, 4490.522189040748, 4490.522189040748, 1158.4722738495666, 0.5098984949256209, -95.36452008105408, 92.07968259614606, -28.03165555764569, 52.790449730263994, -3.0176443930831884, 25.402499209965963, -6.129296439010875, 20.092641442446343, -10.224361818792461, 12.404399034715025, -8.270610575660886, 11.691971594916618, -9.264480089321045, 2.8001506596344035, -4.434709440834108, 5.500222849288777, -6.270694543198, 3.8322759722940685, -0.4185138080713204, 4.655523756694633, 151.99908088235293, 651.0933333333334]",metal
174,"[2759.9774192619966, 5259.455719348173, 5259.455719348173, 1714.249449224381, 0.4696050714066081, -86.20790773867897, 76.77991390379346, -42.375497369078914, 54.00172515488783, -8.341034914542435, 29.413943371038012, -7.907387979007478, 26.667667220464914, -14.23571100821969, 18.467074608885145, -17.957171111425936, 9.872358349016173, -19.031312807338168, 6.478852176468862, -8.351194761484948, 4.870796529576891, -11.78484127242282, 1.656909701810764, -10.60118289747169, -3.7774200526736235, 117.45383522727273, 632.5263157894736]",metal
175,"[2807.794461132026, 5673.865794029148, 5673.865794029148, 1539.733697755418, 0.4800001640897329, -78.5934769240268, 80.88269061001651, -24.58664121080426, 47.031544558482636, -23.745147671281877, 27.427142703144387, -17.41667693249837, 22.277804206125595, -13.531969989388283, 21.57195238747514, -11.102301721068413, 15.584211506852656, -9.702314494853457, 10.520992003179394, -8.836851916861743, 6.218144963028967, -4.763794849064224, 4.530044048134402, -3.424005615532467, 3.170903156150329, 83.35433467741936, 600.3076923076923]",metal
176,"[2442.4747845313605, 4728.569834414879, 4728.569834414879, 1500.240256031333, 0.46762959537317045, -15.587641862779057, 99.13541053158411, -45.623503024757326, 55.00850804168446, -18.014739156901403, 23.89165500023897, -19.597293111427955, 27.336566771621637, -15.09551506228682, 18.7947546261562, -16.145137154631026, 9.208406835207747, -16.216148770398824, 5.442356494206573, -4.6497090401112775, 6.278700382633221, -4.698823736800049, 7.449274416815494, -5.88305033560512, -0.7033900816268657, 99.38401442307692, 632.8125]",metal
177,"[2459.499422853433, 5024.272506253626, 5024.272506253626, 1430.3846816380928, 0.46152657783215195, -15.52408262745574, 99.91709524344817, -37.429177609736996, 45.79159788126095, -20.603976315204118, 25.47589850055322, -18.470535096804948, 26.34450021856533, -20.008743999339476, 20.965142578074516, -13.49651414415, 10.81645737414813, -15.384135116844215, 3.5381398455792925, -7.5631753052702715, 3.798285174786605, -7.98264540850923, 6.819257352917175, -1.9356209065290062, 3.773815380065049, 143.5546875, 622.463768115942]",metal
178,"[2743.0559849323813, 5626.103051134716, 5626.103051134716, 1430.9664038312694, 0.4147362259700284, -197.20687399024897, 74.13288714006927, -10.73311701101276, 54.710525849882295, -7.596105407480226, 18.41120984578282, -18.88080548579339, 11.593007925713565, -14.562012493865744, 18.416757084428838, -16.466646389663996, 12.57315134829523, -10.466949640966375, 12.354244198765771, -6.257492557870401, 10.489243436766586, -7.062692916738813, 3.725564275381689, -3.2295535365063612, 0.6607492884720277, 117.45383522727273, 610.2363636363636]",metal
179,"[2683.2803872614136, 4972.387978538283, 4972.387978538283, 1775.0387582843, 0.43827466638436946, -110.85162815832011, 83.16172987555443, -45.251844504596384, 56.57384701061102, -7.481557025519354, 19.966598054263613, -13.37537483465171, 21.205693487181115, -15.699873318676064, 18.084651623796773, -18.1021547641476, 12.929554192538898, -17.236318593190244, 3.308356782723328, -7.567273160912826, 5.8603286241668675, -7.914580028259629, 6.830008679910973, -5.659463323612975, 1.3422233487957242, 95.703125, 604.25]",metal
180,"[2752.264616871149, 5234.824932478973, 5234.824932478973, 1669.6195336687306, 0.4875539386514476, -43.04721513533783, 75.36411216344858, -47.820566646736566, 53.02225899640515, -12.319858102076049, 36.86349215501846, -8.280258359643177, 28.385902871877427, -14.520615303208354, 22.090684953890865, -7.341966282195964, 15.969261479824077, -13.12972502614207, 12.253830841702317, -10.444991706723677, 5.927745134350353, -6.6676616809161535, 5.282708668891014, -2.3246628018745983, 3.579680580953286, 99.38401442307692, 625.9791666666666]",metal
181,"[2657.0129566827427, 5327.344429741879, 5327.344429741879, 1590.0130611455108, 0.5810323590511723, -75.4769746760046, 81.86127652280565, -22.029685183896955, 69.8648467716701, -11.715492538525286, 25.72983958760955, -18.510497710839463, 27.019389351092826, -14.065856570401028, 22.13127720118481, -12.088315841650232, 14.934556590700256, -13.51013309970372, 5.8042084488677546, -10.139252689408789, 6.771061165206763, -10.478261951394469, 4.368408548610979, -5.454109065394847, 2.9614542318063033, 107.666015625, 621.1923076923077]",metal
182,"[2743.489076172187, 5129.67362193663, 5129.67362193663, 1798.7041650541796, 0.5019341044811069, 26.71179152296366, 79.78943063870553, -52.05177717077933, 51.31947321180845, -16.364473770163706, 22.01895821835986, -17.458363077366446, 30.91807552078083, -15.993585494056802, 16.13265939915826, -12.18792593919264, 11.309331739744907, -12.450723561909477, 5.205166589324366, -7.6756339553726525, 10.18643174304542, -9.727253181750061, -1.697093123407503, -7.6136670908931166, -3.9322205845356817, 92.28515625, 643.0444444444445]",metal
183,"[2198.9180065675264, 4447.489090142836, 4447.489090142836, 1285.600691756966, 0.43241531805623323, -62.17746460022083, 115.16430418591324, -42.7795682026251, 54.29420438658724, -24.864275630863403, 20.12844903593616, -21.625406859250834, 20.843504828213067, -8.390745833247152, 20.320779781766674, -10.73049591238627, 9.661000563076719, -14.54356553393608, 6.9261900760739605, -7.4788249008090535, 5.970211185119851, -3.469524649879649, 6.570200621966772, -6.574108753825546, 2.962939208285275, 112.34714673913044, 639.6727272727272]",metal
